t,period,sse_prop,o_sse_prop,non_sse_prop,dataset,kt,kt_upper,kt_lower,Rt,Rt_upper,Rt_lower,growth_rate,npi_index,path,ce
2003-03-18,SARS Wave,0.34073987116970683,0.05443922701824093,0.3042983565107459,sensitivity,0.033954740422072,0.29972596531233286,0.016720530718216484,0.46520082372096316,0.9842423245076589,0.08461189615062636,0.04498652637967374,5.555555556,SARS,0.05555555556
2003-03-19,SARS Wave,0.35900112062361683,0.0719577940780924,0.28730403584670045,primary,0.48277977435051056,3.9550002718705226,0.17940469629394995,0.1472454069569237,0.2012788527692234,0.09433904368924612,0.03658631610466865,5.555555556,SARS,0.05555555556
2003-03-19,SARS Wave,0.35900112062361683,0.0719577940780924,0.28730403584670045,sensitivity,0.05134787640731535,0.09347038838993611,0.03343731332529202,0.5546349393887378,0.9497625381570336,0.23996978880710848,0.03658631610466865,5.555555556,SARS,0.05555555556
2003-03-20,SARS Wave,0.39045475470882984,0.09626857102044828,0.26224137920509644,primary,0.7100018473577896,4.588105006193784,0.2829918518524237,0.17981083942253187,0.2407994018795367,0.12566081706213114,0.02868105137961694,5.555555556,SARS,0.05555555556
2003-03-20,SARS Wave,0.39045475470882984,0.09626857102044828,0.26224137920509644,sensitivity,0.05929799350109178,0.09875085673516161,0.038751025809417965,0.6905794838104877,1.1755303627604745,0.30695803868385946,0.02868105137961694,5.555555556,SARS,0.05555555556
2003-03-21,SARS Wave,0.4124327766868518,0.11912571387759115,0.23806555502927226,primary,0.6147603874650941,2.815788847661362,0.27347442165226343,0.17314498413853055,0.2256762012551486,0.1238832197834748,0.02079060088647132,5.555555556,SARS,0.05555555556
2003-03-21,SARS Wave,0.4124327766868518,0.11912571387759115,0.23806555502927226,sensitivity,0.0542848820337206,0.08862281607428825,0.03682919702591377,0.5839057077366885,0.9477991934665098,0.28160562608927014,0.02079060088647132,5.555555556,SARS,0.05555555556
2003-03-22,SARS Wave,0.4059777502318254,0.14251195726383453,0.24388566084937807,primary,0.45584876356771514,1.5248212315729561,0.23036224820694304,0.1872287233256906,0.2383343849309114,0.13619396023794456,0.01272064474733926,5.555555556,SARS,0.05555555556
2003-03-22,SARS Wave,0.4059777502318254,0.14251195726383453,0.24388566084937807,sensitivity,0.055767659765843046,0.10689903000570176,0.03792787270512965,0.49366208589867683,0.8247852441747191,0.2312386767586591,0.01272064474733926,5.555555556,SARS,0.05555555556
2003-03-23,SARS Wave,0.37026346451753966,0.1850289640665556,0.22687885812828965,primary,0.6617490519989511,3.402752285759694,0.3122924778548414,0.19449171289316625,0.24995866316595153,0.13936071325996396,0.00507287731833926,5.555555556,SARS,0.05555555556
2003-03-23,SARS Wave,0.37026346451753966,0.1850289640665556,0.22687885812828965,sensitivity,0.0682381397297275,0.15013643442758043,0.04257939295624705,0.4017495823400059,0.6969708010217927,0.19059118351587126,0.00507287731833926,5.555555556,SARS,0.05555555556
2003-03-24,SARS Wave,0.33875836247672336,0.2263554946788005,0.2221594703731876,primary,0.4646835560318159,1.5742662056599566,0.21058486501802048,0.18045341090679867,0.23768230782971025,0.1237837552167727,-0.00213488637652314,11.11111111,SARS,0.11111111109999999
2003-03-24,SARS Wave,0.33875836247672336,0.2263554946788005,0.2221594703731876,sensitivity,0.05880149917429334,0.27864725593384276,0.03382974856279023,0.3187810145343254,0.6282008196240378,0.1240054221186132,-0.00213488637652314,11.11111111,SARS,0.11111111109999999
2003-03-25,SARS Wave,0.2826748366037559,0.24699719658385305,0.24347687740923976,primary,0.2655017847597482,0.9875535607350256,0.11168316178023505,0.14047809808321912,0.20350597737324083,0.08720485531286318,-0.00906032520678295,11.11111111,SARS,0.11111111109999999
2003-03-25,SARS Wave,0.2826748366037559,0.24699719658385305,0.24347687740923976,sensitivity,0.14161387283411492,0.358958946841037,0.06774653609832151,0.09523523712712624,0.13249447156214922,0.06291507900640952,-0.00906032520678295,11.11111111,SARS,0.11111111109999999
2003-03-26,SARS Wave,0.2522923750286338,0.2604310104763825,0.250298037900125,primary,0.1283768321798902,0.30976720123693324,0.057052947641550694,0.11914662671093844,0.18541186148292754,0.06620847472266914,-0.01546793431088966,11.11111111,SARS,0.11111111109999999
2003-03-26,SARS Wave,0.2522923750286338,0.2604310104763825,0.250298037900125,sensitivity,0.03684041230134411,0.11983325250940687,0.01691747668662341,0.16051774433589175,0.32954684332133943,0.059904143287225875,-0.01546793431088966,11.11111111,SARS,0.11111111109999999
2003-03-27,SARS Wave,0.19656838764080936,0.29572084797335074,0.25539141650793484,primary,0.29493988336195454,1.1139022593138004,0.11274527337621959,0.12723827740196686,0.18182160460203434,0.07693241972853737,-0.02147188465152034,11.11111111,SARS,0.11111111109999999
2003-03-27,SARS Wave,0.19656838764080936,0.29572084797335074,0.25539141650793484,sensitivity,0.054366381871374984,0.25727124965023246,0.022745808042747045,0.17453756091782408,0.34835353252501056,0.06556362593978979,-0.02147188465152034,11.11111111,SARS,0.11111111109999999
2003-03-28,SARS Wave,0.1541822023974813,0.3079657459325344,0.2754856080306978,primary,0.14890590103777454,0.4392850641419705,0.06520556344156159,0.10681444001974226,0.16664553636138135,0.06060963141460462,-0.02692357940539465,11.11111111,SARS,0.11111111109999999
2003-03-28,SARS Wave,0.1541822023974813,0.3079657459325344,0.2754856080306978,sensitivity,0.03747298505528502,0.19233398190780504,0.014946716647739038,0.17507415985669492,0.3755910263521058,0.051646611431280354,-0.02692357940539465,11.11111111,SARS,0.11111111109999999
2003-03-29,SARS Wave,0.1092086574239363,0.33600807397486243,0.2900736654758981,primary,0.22505009005778678,0.8616830530629849,0.0944753022842015,0.1434259169228969,0.21422128481423347,0.07937622487536078,-0.03122458167955934,22.22222222,SARS,0.22222222219999999
2003-03-29,SARS Wave,0.1092086574239363,0.33600807397486243,0.2900736654758981,sensitivity,0.05125960195592373,0.3043302821137673,0.02371882089792171,0.20195481710578625,0.4220479197727185,0.06531805460119144,-0.03122458167955934,22.22222222,SARS,0.22222222219999999
2003-03-30,SARS Wave,0.08199777307019482,0.3564162372401686,0.2968763865643335,primary,0.2274401428214529,0.7474575554465381,0.08699831300165284,0.1592071455735049,0.24072775459972867,0.09257353227509887,-0.03532494706155675,22.22222222,SARS,0.22222222219999999
2003-03-30,SARS Wave,0.08199777307019482,0.3564162372401686,0.2968763865643335,sensitivity,0.05038296281405044,0.16407528243309852,0.023286628279717565,0.22503180512835116,0.43642657094320253,0.07692414752196239,-0.03532494706155675,22.22222222,SARS,0.22222222219999999
2003-03-31,SARS Wave,0.06860491592733767,0.35681306263699397,0.29796765640560335,primary,0.2919103488164041,1.5414737315378833,0.10899117273375658,0.15709111166228754,0.23534533064920835,0.0882267183988881,-0.03882502479458988,22.22222222,SARS,0.22222222219999999
2003-03-31,SARS Wave,0.06860491592733767,0.35681306263699397,0.29796765640560335,sensitivity,0.11639964417552695,0.41935375529090263,0.049929136312179836,0.11238352625368618,0.17551368389574573,0.06380860850822534,-0.03882502479458988,22.22222222,SARS,0.22222222219999999
2003-04-01,SARS Wave,0.05493496518842141,0.38907907248921075,0.283066178573091,primary,0.2083386859275328,0.903521929406834,0.08733641708879014,0.15097428038502456,0.23467226306364714,0.0816412877785061,-0.04177641224764172,22.22222222,SARS,0.22222222219999999
2003-04-01,SARS Wave,0.05493496518842141,0.38907907248921075,0.283066178573091,sensitivity,0.09342911956365729,0.24117760590052562,0.04005479903083374,0.10380895064746207,0.16307644642475866,0.054356211229269105,-0.04177641224764172,22.22222222,SARS,0.22222222219999999
2003-04-02,SARS Wave,0.039542949796406025,0.4168568502669885,0.2778954234023358,primary,0.17615857290442968,0.6463472519192509,0.06361471306535152,0.1415676895153657,0.22341538934610303,0.07446860368269975,-0.04434145364213668,22.22222222,SARS,0.22222222219999999
2003-04-02,SARS Wave,0.039542949796406025,0.4168568502669885,0.2778954234023358,sensitivity,0.07038971574009704,0.1581375019688821,0.033958687001959406,0.11507940925209001,0.18029845458642246,0.05945694657981948,-0.04434145364213668,22.22222222,SARS,0.22222222219999999
2003-04-03,SARS Wave,0.04000377928949358,0.39058956916099774,0.3002456538170824,primary,0.111063635315158,0.429295165356509,0.03293236391253963,0.09003175815992791,0.15475737228410325,0.03570536414986564,-0.04627338353066511,22.22222222,SARS,0.22222222219999999
2003-04-03,SARS Wave,0.04000377928949358,0.39058956916099774,0.3002456538170824,sensitivity,0.044863709634478804,0.11088521208864793,0.01657843772008904,0.08755820958864008,0.14538099228792267,0.04068927741814214,-0.04627338353066511,22.22222222,SARS,0.22222222219999999
2003-04-04,SARS Wave,0.031840513983371135,0.413265306122449,0.2709939531368103,primary,0.11263817917230688,0.34017069117041787,0.033334954700669286,0.09131760345822092,0.15662346958591866,0.04818512745173798,-0.04782662852169658,22.22222222,SARS,0.22222222219999999
2003-04-04,SARS Wave,0.031840513983371135,0.413265306122449,0.2709939531368103,sensitivity,0.06082392385320935,0.1516257363921708,0.021104806240066207,0.07361130486627576,0.12183182225906858,0.03205306642844008,-0.04782662852169658,22.22222222,SARS,0.22222222219999999
2003-04-05,SARS Wave,0.03630479969765684,0.41415816326530613,0.25326436130007557,primary,0.08920926385868069,0.27612707078095966,0.011857534366115488,0.07547436757917647,0.130434685018161,0.028994327667778597,-0.04919843357341717,22.22222222,SARS,0.22222222219999999
2003-04-05,SARS Wave,0.03630479969765684,0.41415816326530613,0.25326436130007557,sensitivity,0.046586303216049334,0.1662939092334287,0.013773722023334675,0.06818053804096649,0.12212404185196135,0.030528986964383685,-0.04919843357341717,22.22222222,SARS,0.22222222219999999
2003-04-06,SARS Wave,0.032903439153439164,0.3955815018315018,0.28309167684167685,primary,0.15496612993792053,1.3085974409128251,0.03552602210341948,0.09095271779139324,0.1538544850076891,0.038990087143815196,-0.05019788778719815,22.22222222,SARS,0.22222222219999999
2003-04-06,SARS Wave,0.032903439153439164,0.3955815018315018,0.28309167684167685,sensitivity,0.014307240536056086,0.045194739930646766,0.00466206720524328,0.04950647254289483,0.08771579309053834,0.02630811658750814,-0.05019788778719815,22.22222222,SARS,0.22222222219999999
2003-04-07,SARS Wave,0.032903439153439164,0.42018467643467644,0.263250407000407,primary,0.22072299601716036,2.3410678110446903,0.05919450984072347,0.10643106800361003,0.17727428499721726,0.048985846619851794,-0.05084408269832781,22.22222222,SARS,0.22222222219999999
2003-04-07,SARS Wave,0.032903439153439164,0.42018467643467644,0.263250407000407,sensitivity,0.016445602087264085,0.04495159679736842,0.005705829921512599,0.12330365686038905,0.22345585463558543,0.07144153697990568,-0.05084408269832781,22.22222222,SARS,0.22222222219999999
2003-04-08,SARS Wave,0.029332010582010588,0.43072889412175125,0.25797829815686957,primary,0.2864798620964002,3.3735381811765555,0.08286299757802747,0.12190941821582682,0.2006940849867454,0.05898160609588839,-0.05134530996070162,22.22222222,SARS,0.22222222219999999
2003-04-08,SARS Wave,0.029332010582010588,0.43072889412175125,0.25797829815686957,sensitivity,0.018583963638472083,0.04470845366409006,0.006749592637781918,0.1971008411778833,0.3591959161806325,0.11657495737230324,-0.05134530996070162,22.22222222,SARS,0.22222222219999999
2003-04-09,SARS Wave,0.023852040816326536,0.44376744287458575,0.2515535060177917,primary,0.35223672817564,4.406008551308421,0.10653148531533145,0.1373877684280436,0.22411388497627352,0.06897736557192499,-0.05179836703243186,22.22222222,SARS,0.22222222219999999
2003-04-09,SARS Wave,0.023852040816326536,0.44376744287458575,0.2515535060177917,sensitivity,0.0514436670554647,0.38233095427790253,0.01736977992035426,0.19556197459614696,0.39206748512414646,0.05881729624901008,-0.05179836703243186,22.22222222,SARS,0.22222222219999999
2003-04-10,SARS Wave,0.00956632653061225,0.4381773807627845,0.23882058676313336,primary,0.3921477151354993,2.0895942658033633,0.10873440621964148,0.13988709820798156,0.2280405167418663,0.07018990824751244,-0.05212797266670707,22.22222222,SARS,0.22222222219999999
2003-04-10,SARS Wave,0.00956632653061225,0.4381773807627845,0.23882058676313336,sensitivity,0.04882390999000641,0.4242993133335946,0.01938694881265662,0.21357842380177666,0.4315289493967916,0.06315850536145101,-0.05212797266670707,22.22222222,SARS,0.22222222219999999
2003-04-11,SARS Wave,0.00956632653061225,0.42230436488976864,0.2705666185091651,primary,0.8304714191450046,5.4358676163814375,0.2035449660032005,0.1660687183901925,0.25855931290945966,0.08622792318285329,-0.05252780367135704,22.22222222,SARS,0.22222222219999999
2003-04-11,SARS Wave,0.00956632653061225,0.42230436488976864,0.2705666185091651,sensitivity,0.0690067701937804,0.9333498674305428,0.027732124903676596,0.2242832862062458,0.432866832714661,0.08246410198101689,-0.05252780367135704,22.22222222,SARS,0.22222222219999999
2003-04-12,SARS Wave,0.005102040816326536,0.43880281209473754,0.2890060595029539,primary,1.3369574674647162,21.816416978836354,0.3009823187466456,0.19834405580234263,0.2999822563746372,0.11538220861375983,-0.05283904581373335,22.22222222,SARS,0.22222222219999999
2003-04-12,SARS Wave,0.005102040816326536,0.43880281209473754,0.2890060595029539,sensitivity,0.09400973207724059,1.8004631796044348,0.035730303416916104,0.2555744969590015,0.48890282635362625,0.08888900045515181,-0.05283904581373335,22.22222222,SARS,0.22222222219999999
2003-04-13,SARS Wave,0.013505402160864351,0.43977243071141503,0.28739002847515815,primary,0.9301516912683171,8.688671039443713,0.21805536201133174,0.17541037264534967,0.2727410810486225,0.09091537597299391,-0.05318151927681877,22.22222222,SARS,0.22222222219999999
2003-04-13,SARS Wave,0.013505402160864351,0.43977243071141503,0.28739002847515815,sensitivity,0.3400915122286944,2.3676441165432345,0.07843208834184878,0.11023830857105256,0.16869993433462885,0.060247190061983265,-0.05318151927681877,22.22222222,SARS,0.22222222219999999
2003-04-14,SARS Wave,0.013505402160864351,0.44911309005207434,0.2879394790246087,primary,0.5745437084302473,5.5361579178263405,0.1452547305239092,0.2167319180351418,0.3454940148849898,0.10908701826069644,-0.05357227509956509,22.22222222,SARS,0.22222222219999999
2003-04-14,SARS Wave,0.013505402160864351,0.44911309005207434,0.2879394790246087,sensitivity,0.30483997289042375,1.9315040604980926,0.06985322134290235,0.11339224001063225,0.17657653286799305,0.05939733046604909,-0.05357227509956509,22.22222222,SARS,0.22222222219999999
2003-04-15,SARS Wave,0.013505402160864351,0.4219022056983328,0.2777353973919557,primary,0.2189357255921775,2.3836447962089684,0.07245409903648665,0.25805346342493396,0.41824694872135715,0.12725866054839896,-0.05380450525684242,22.22222222,SARS,0.22222222219999999
2003-04-15,SARS Wave,0.013505402160864351,0.4219022056983328,0.2777353973919557,sensitivity,0.2695884335521531,1.4953640044529506,0.06127435434395592,0.11654617145021193,0.18445313140135727,0.058547470870114915,-0.05380450525684242,22.22222222,SARS,0.22222222219999999
2003-04-16,SARS Wave,0.008403361344537822,0.38433263241447385,0.29907120444204843,primary,0.21336382448832478,2.56154864523672,0.07256552237177764,0.26114211889043093,0.46286700034653827,0.12775691617566093,-0.05448634417469171,22.22222222,SARS,0.22222222219999999
2003-04-16,SARS Wave,0.008403361344537822,0.38433263241447385,0.29907120444204843,sensitivity,0.2343368942138825,1.0592239484078085,0.05269548734500949,0.11970010288979162,0.19232972993472147,0.05769761127418074,-0.05448634417469171,22.22222222,SARS,0.22222222219999999
2003-04-17,SARS Wave,0.008403361344537822,0.4184941230977036,0.2618041236967068,primary,0.15164587411982725,1.4658170717729764,0.04907763872078642,0.23246448576036396,0.41889641652860243,0.09958322496413247,-0.05499985503880574,22.22222222,SARS,0.22222222219999999
2003-04-17,SARS Wave,0.008403361344537822,0.4184941230977036,0.2618041236967068,sensitivity,0.06606930254841453,0.23457669287562433,0.015869166090825226,0.19572772698875715,0.3840050634602068,0.05768431903703009,-0.05499985503880574,22.22222222,SARS,0.22222222219999999
2003-04-18,SARS Wave,0.008403361344537822,0.43754174214532265,0.26339142528400844,primary,0.08992792375132971,0.37008549830923243,0.0255897550697952,0.203786852630297,0.3749258327106666,0.071409533752604,-0.05554000766406965,22.22222222,SARS,0.22222222219999999
2003-04-18,SARS Wave,0.008403361344537822,0.43754174214532265,0.26339142528400844,sensitivity,0.06221064924328163,0.21802510621816548,0.015957594902531493,0.18035557195637222,0.3455621060022076,0.054539368249696976,-0.05554000766406965,22.22222222,SARS,0.22222222219999999
