mu,size,period,sensitivity
0.5801310019187988,0.3646909968888672,COVID Wave 1,covid_primary_t
0.6121880098136869,0.3294017541562372,COVID Wave 1,covid_primary_t
0.605050322909661,0.7009554564116629,COVID Wave 1,covid_primary_t
0.5941956711613515,0.735112988704227,COVID Wave 1,covid_primary_t
0.530454129552168,0.4058635157018848,COVID Wave 1,covid_primary_t
0.5515811069626589,0.749787682435344,COVID Wave 1,covid_primary_t
0.5302430023561436,0.35110678564499986,COVID Wave 1,covid_primary_t
0.5693751846747406,0.6238686818669881,COVID Wave 1,covid_primary_t
0.537352176974127,0.8770714878020641,COVID Wave 1,covid_primary_t
0.49113907515572314,0.5948305797771662,COVID Wave 1,covid_primary_t
0.5408680648069284,0.4111903749685347,COVID Wave 1,covid_primary_t
0.5729222532559741,0.42691669231848595,COVID Wave 1,covid_primary_t
0.5586301998702956,0.7402023009790952,COVID Wave 1,covid_primary_t
0.4875043419305028,1.4021642952503321,COVID Wave 1,covid_primary_t
0.43772890243274987,0.6891783888461618,COVID Wave 1,covid_primary_t
0.4946694710401116,0.6206688727480217,COVID Wave 1,covid_primary_t
0.6476496604655442,0.7850188060029144,COVID Wave 1,covid_primary_t
0.665621429692627,0.3304082872922399,COVID Wave 1,covid_primary_t
0.5695665659979066,0.5767028062519358,COVID Wave 1,covid_primary_t
0.5943135079528467,0.4882841125459629,COVID Wave 1,covid_primary_t
0.6013737938125807,0.47185436235593703,COVID Wave 1,covid_primary_t
0.47686835787667814,0.36670085887359116,COVID Wave 1,covid_primary_t
0.5730924216772894,0.3261789094860876,COVID Wave 1,covid_primary_t
0.6228258666893876,0.4568883109779694,COVID Wave 1,covid_primary_t
0.5943726542038965,0.4081680523151012,COVID Wave 1,covid_primary_t
0.5766805370860137,0.451355005360622,COVID Wave 1,covid_primary_t
0.5302121972606894,0.5303075159481077,COVID Wave 1,covid_primary_t
0.5409148216190112,0.8874902298805438,COVID Wave 1,covid_primary_t
0.7331755318326787,0.5814173337197571,COVID Wave 1,covid_primary_t
0.5195874239348813,0.567131224602913,COVID Wave 1,covid_primary_t
0.47682437878033246,0.585072348312806,COVID Wave 1,covid_primary_t
0.6300313805311938,0.5781299070872448,COVID Wave 1,covid_primary_t
0.46981929622746343,1.206412712071892,COVID Wave 1,covid_primary_t
0.6228323011056712,0.44344410453943,COVID Wave 1,covid_primary_t
0.576409263873253,0.5706757003141177,COVID Wave 1,covid_primary_t
0.6832773118907215,0.490997799822847,COVID Wave 1,covid_primary_t
0.48405866132464004,0.45880792703017664,COVID Wave 1,covid_primary_t
0.5977982732971051,0.4643782276424149,COVID Wave 1,covid_primary_t
0.6511769510209319,0.4512045589684029,COVID Wave 1,covid_primary_t
0.5407068907828578,0.8758840420472689,COVID Wave 1,covid_primary_t
0.4839546543108099,0.5265396420417544,COVID Wave 1,covid_primary_t
0.633402857147385,0.6501138317139405,COVID Wave 1,covid_primary_t
0.5303062586507907,0.5882309312544143,COVID Wave 1,covid_primary_t
0.5196376023776745,0.8309864834434786,COVID Wave 1,covid_primary_t
0.5800411550347023,0.4368372421655464,COVID Wave 1,covid_primary_t
0.5907969666242787,0.3139356639735815,COVID Wave 1,covid_primary_t
0.6689671275939296,0.5568503598543528,COVID Wave 1,covid_primary_t
0.5657272384919283,0.3900173629505614,COVID Wave 1,covid_primary_t
0.5195305020342064,0.5282956675782713,COVID Wave 1,covid_primary_t
0.5906676452449491,0.29691665136263656,COVID Wave 1,covid_primary_t
0.6192931508840096,0.6902618918147932,COVID Wave 1,covid_primary_t
0.5763725802900004,0.7771540333539886,COVID Wave 1,covid_primary_t
0.5267120214995081,0.5636563589317851,COVID Wave 1,covid_primary_t
0.476887270423627,0.6704179967067039,COVID Wave 1,covid_primary_t
0.6264195961118342,0.5267156383786916,COVID Wave 1,covid_primary_t
0.49103523373558466,0.38535581502511096,COVID Wave 1,covid_primary_t
0.7402250305802258,0.39274279113317606,COVID Wave 1,covid_primary_t
0.5230523234259139,0.5911258461329478,COVID Wave 1,covid_primary_t
0.5516777274559366,0.5962066193198845,COVID Wave 1,covid_primary_t
0.7010704642526383,0.49324717704951726,COVID Wave 1,covid_primary_t
0.5765646496572882,0.9260003991818789,COVID Wave 1,covid_primary_t
0.5587220686983894,0.3956042735762333,COVID Wave 1,covid_primary_t
0.580138258173756,0.46077685596506957,COVID Wave 1,covid_primary_t
0.6369166796445708,0.3924580855288273,COVID Wave 1,covid_primary_t
0.5978778811266483,0.45945010700677325,COVID Wave 1,covid_primary_t
0.5800019821140435,0.5078409528794385,COVID Wave 1,covid_primary_t
0.5977982732971051,0.4643782276424149,COVID Wave 1,covid_primary_t
0.5410027540884824,0.7369163291143485,COVID Wave 1,covid_primary_t
0.5836363917725726,0.3658847419419841,COVID Wave 1,covid_primary_t
0.5586647199750788,0.42935417404124726,COVID Wave 1,covid_primary_t
0.5694482958239031,0.7180622963538785,COVID Wave 1,covid_primary_t
0.6655131955999792,0.5701002259931736,COVID Wave 1,covid_primary_t
0.6549308360039283,0.7664805147484987,COVID Wave 1,covid_primary_t
0.6262882265716504,0.5322553460339319,COVID Wave 1,covid_primary_t
0.4732913327596312,0.7294438046148801,COVID Wave 1,covid_primary_t
0.5943301292844643,0.38668047373502684,COVID Wave 1,covid_primary_t
0.5764189100499015,1.0657756837416792,COVID Wave 1,covid_primary_t
0.5302196698540353,0.2764356855326376,COVID Wave 1,covid_primary_t
0.5729465565398292,0.3896719471605428,COVID Wave 1,covid_primary_t
0.5801202997021034,0.683976415651874,COVID Wave 1,covid_primary_t
0.533760619104859,0.42836532740902067,COVID Wave 1,covid_primary_t
0.5160720972081916,0.41896828666041985,COVID Wave 1,covid_primary_t
0.6050387378583937,0.7957995596182001,COVID Wave 1,covid_primary_t
0.6584920109895722,0.4377337880622305,COVID Wave 1,covid_primary_t
0.473396290509973,0.3879129581526845,COVID Wave 1,covid_primary_t
0.5124070803275724,0.46131453197522265,COVID Wave 1,covid_primary_t
0.6617313560530109,0.5807185615084027,COVID Wave 1,covid_primary_t
0.6014565712108074,0.3207629357887062,COVID Wave 1,covid_primary_t
0.5301760743990382,0.47890653987834314,COVID Wave 1,covid_primary_t
0.4448992319155481,0.6502081681844604,COVID Wave 1,covid_primary_t
0.5339149008381374,0.7549236494889695,COVID Wave 1,covid_primary_t
0.5303344309103832,0.5252445712949736,COVID Wave 1,covid_primary_t
0.6371127453863541,0.46781850247881424,COVID Wave 1,covid_primary_t
0.49835321416597217,0.4752904203378375,COVID Wave 1,covid_primary_t
0.505376175494174,1.0216904710178385,COVID Wave 1,covid_primary_t
0.5693101498259328,0.6979447574893123,COVID Wave 1,covid_primary_t
0.5337573655207484,0.561649276324312,COVID Wave 1,covid_primary_t
0.6476710139878274,0.6290322294025881,COVID Wave 1,covid_primary_t
0.7508980618889427,0.4955626728398155,COVID Wave 1,covid_primary_t
0.4804287300386606,0.6978971175531368,COVID Wave 1,covid_primary_t
0.5658518600927005,0.8776434793005217,COVID Wave 1,covid_primary_t
0.5978902307945229,0.6480338844878578,COVID Wave 1,covid_primary_t
0.4199169855299178,0.9136666586496938,COVID Wave 1,covid_primary_t
0.580080830629217,0.5270746152385466,COVID Wave 1,covid_primary_t
0.5730253375867629,0.3942074438713676,COVID Wave 1,covid_primary_t
0.5019764444923649,0.5131489373010044,COVID Wave 1,covid_primary_t
0.5267252604593797,0.47177733797095683,COVID Wave 1,covid_primary_t
0.6620404031005147,0.556405269468479,COVID Wave 1,covid_primary_t
0.5800230672085935,0.562429319294572,COVID Wave 1,covid_primary_t
0.6478641696388598,0.6483525226392444,COVID Wave 1,covid_primary_t
0.590833297052893,0.9475955207907504,COVID Wave 1,covid_primary_t
0.6477419792399077,0.4976088593218906,COVID Wave 1,covid_primary_t
0.6050042550676507,0.6194534354073249,COVID Wave 1,covid_primary_t
0.6120903696882345,0.4925436444158474,COVID Wave 1,covid_primary_t
0.633535911384836,0.5744756836400239,COVID Wave 1,covid_primary_t
0.5621934222521762,0.5621323379311307,COVID Wave 1,covid_primary_t
0.5017424462590716,0.5783867448942843,COVID Wave 1,covid_primary_t
0.6653731410072401,0.6362390657796804,COVID Wave 1,covid_primary_t
0.6369768867320981,0.4687767720697724,COVID Wave 1,covid_primary_t
0.5196874146990282,0.34864799036993205,COVID Wave 1,covid_primary_t
0.501694914091759,0.5138127104639509,COVID Wave 1,covid_primary_t
0.5908084871346875,0.32852995359645054,COVID Wave 1,covid_primary_t
0.704515565368629,0.6859415953278756,COVID Wave 1,covid_primary_t
0.6157325826318885,0.33303372405604625,COVID Wave 1,covid_primary_t
0.6939399860191143,0.39371711308044466,COVID Wave 1,covid_primary_t
0.5231540662461818,0.9372404715384284,COVID Wave 1,covid_primary_t
0.4839718524276787,0.46980823851708153,COVID Wave 1,covid_primary_t
0.5161530712944555,0.46102805351475284,COVID Wave 1,covid_primary_t
0.46617560884222686,0.9293557351942343,COVID Wave 1,covid_primary_t
0.5018385506268601,0.5181859606788652,COVID Wave 1,covid_primary_t
0.6584359191580726,0.5742874430290621,COVID Wave 1,covid_primary_t
0.5480737109864575,0.43823945656123053,COVID Wave 1,covid_primary_t
0.6227784197772155,0.567765457257387,COVID Wave 1,covid_primary_t
0.5517281619044705,0.5281500840968472,COVID Wave 1,covid_primary_t
0.5053820941268006,0.47690266126313896,COVID Wave 1,covid_primary_t
0.6762522021959555,0.43880924782488173,COVID Wave 1,covid_primary_t
0.6904021330081165,0.4265533925191585,COVID Wave 1,covid_primary_t
0.5124766595670754,1.013089059815021,COVID Wave 1,covid_primary_t
0.6262108199290715,0.4728709603518772,COVID Wave 1,covid_primary_t
0.7117605258723573,0.3697684302487594,COVID Wave 1,covid_primary_t
0.7335449829660866,0.44318549257689066,COVID Wave 1,covid_primary_t
0.5728906122491131,0.6473619931328585,COVID Wave 1,covid_primary_t
0.5194918771794679,0.4803641236295325,COVID Wave 1,covid_primary_t
0.5908579922021244,0.6142569739512527,COVID Wave 1,covid_primary_t
0.5447578578470821,0.5871911025121321,COVID Wave 1,covid_primary_t
0.608561558780441,0.6221571506569114,COVID Wave 1,covid_primary_t
0.5018286931702722,0.6329853784414856,COVID Wave 1,covid_primary_t
0.5018137505291969,0.43199899051710916,COVID Wave 1,covid_primary_t
0.5124372635113054,0.6419783959535519,COVID Wave 1,covid_primary_t
0.48750652070132383,0.5906904309724561,COVID Wave 1,covid_primary_t
0.5551336959903463,0.3931258135193051,COVID Wave 1,covid_primary_t
0.5764848884447307,0.4863557910373115,COVID Wave 1,covid_primary_t
0.6227061256719524,0.6527891090705273,COVID Wave 1,covid_primary_t
0.5552018785206017,0.41124590015664786,COVID Wave 1,covid_primary_t
0.5232045283263973,0.8771685814278111,COVID Wave 1,covid_primary_t
0.6226994689823906,0.4410920797786622,COVID Wave 1,covid_primary_t
0.5301873178748333,0.5685659918774717,COVID Wave 1,covid_primary_t
0.5587953147409408,0.6007862331429292,COVID Wave 1,covid_primary_t
0.5658363913446213,0.4306603765172721,COVID Wave 1,covid_primary_t
0.4803569629772303,0.7001597794400141,COVID Wave 1,covid_primary_t
0.5231689839848501,0.360033865165616,COVID Wave 1,covid_primary_t
0.5479686486502218,0.5503848242509477,COVID Wave 1,covid_primary_t
0.537368301837084,0.5074018990348466,COVID Wave 1,covid_primary_t
0.676487441176613,0.5287773651160979,COVID Wave 1,covid_primary_t
0.5160539854629113,0.6280104619618565,COVID Wave 1,covid_primary_t
0.590665278246971,0.5523177397255616,COVID Wave 1,covid_primary_t
0.5907907880409032,0.438893264923014,COVID Wave 1,covid_primary_t
0.5694519032168474,0.48993654539636833,COVID Wave 1,covid_primary_t
0.6051263859404836,0.7304904766821267,COVID Wave 1,covid_primary_t
0.6939585007175797,0.4241723218358059,COVID Wave 1,covid_primary_t
0.5586011856830416,0.6204312599089085,COVID Wave 1,covid_primary_t
0.5907771240815034,0.3970570118289627,COVID Wave 1,covid_primary_t
0.4448836272813158,0.674715271067139,COVID Wave 1,covid_primary_t
0.5728429038171281,0.5115222568066664,COVID Wave 1,covid_primary_t
0.5017234105744635,0.4273137762589205,COVID Wave 1,covid_primary_t
0.6297774965230811,0.6468295832319759,COVID Wave 1,covid_primary_t
0.5339405159904417,0.47347206806946057,COVID Wave 1,covid_primary_t
0.544583116577191,0.5745918942725794,COVID Wave 1,covid_primary_t
0.5409068298420674,0.5163589195194631,COVID Wave 1,covid_primary_t
0.6477526034889209,0.7394698420220123,COVID Wave 1,covid_primary_t
0.601503436783688,0.5487864898312801,COVID Wave 1,covid_primary_t
0.6015155464609936,0.5433470502033622,COVID Wave 1,covid_primary_t
0.7082373926784954,0.5512122591749729,COVID Wave 1,covid_primary_t
0.6190516323782898,0.5456395431689153,COVID Wave 1,covid_primary_t
0.5053077395519627,0.910517613345101,COVID Wave 1,covid_primary_t
0.4697421550608406,0.6021797802518275,COVID Wave 1,covid_primary_t
0.49105312530167455,0.4435171333073325,COVID Wave 1,covid_primary_t
0.6228011826345943,0.5360577779988536,COVID Wave 1,covid_primary_t
0.5373942935604454,0.3481507975648549,COVID Wave 1,covid_primary_t
0.5302842156689918,0.39367724373102664,COVID Wave 1,covid_primary_t
0.4981631973228255,0.5799225448406384,COVID Wave 1,covid_primary_t
0.5730247926764763,0.4654268741462263,COVID Wave 1,covid_primary_t
0.49112485695172586,0.680128852983259,COVID Wave 1,covid_primary_t
0.597957109060345,0.4781494124722694,COVID Wave 1,covid_primary_t
0.5480330503039286,0.6143906004986401,COVID Wave 1,covid_primary_t
0.6370535698860293,0.590222850306992,COVID Wave 1,covid_primary_t
0.6122895537793216,0.6515895010902504,COVID Wave 1,covid_primary_t
0.5693291919979034,0.4256843315182961,COVID Wave 1,covid_primary_t
0.6618184322328766,0.4582432588099141,COVID Wave 1,covid_primary_t
0.5160262687647595,0.575762665808649,COVID Wave 1,covid_primary_t
0.6478014080394874,0.43396461398183495,COVID Wave 1,covid_primary_t
0.6191479422368222,0.359256989186828,COVID Wave 1,covid_primary_t
0.5945011472250269,0.834642958866127,COVID Wave 1,covid_primary_t
0.5801156728539093,0.4633289021735579,COVID Wave 1,covid_primary_t
0.6441082892612849,0.42310231474268334,COVID Wave 1,covid_primary_t
0.4911599033313215,0.4220497363592933,COVID Wave 1,covid_primary_t
0.5516728364096193,0.520064849122264,COVID Wave 1,covid_primary_t
0.551609598866463,0.5144268059470122,COVID Wave 1,covid_primary_t
0.57296576944209765,0.3992040860955004,COVID Wave 1,covid_primary_t
0.5766081474963194,0.3412905145161242,COVID Wave 1,covid_primary_t
0.5764283679194245,0.44922278866523013,COVID Wave 1,covid_primary_t
0.5479749667058345,0.6391196939782959,COVID Wave 1,covid_primary_t
0.6798474296858024,0.4446112529706823,COVID Wave 1,covid_primary_t
0.5692931788819435,0.45341074392544817,COVID Wave 1,covid_primary_t
0.4768683483700006,0.48789733436924587,COVID Wave 1,covid_primary_t
0.555169333003767,0.37974320997593036,COVID Wave 1,covid_primary_t
0.5161007983048911,0.5384356973048221,COVID Wave 1,covid_primary_t
0.5337194203735574,0.5345850702243709,COVID Wave 1,covid_primary_t
0.5267272263494477,0.5495982980316385,COVID Wave 1,covid_primary_t
0.6583806619684334,0.4120075690198708,COVID Wave 1,covid_primary_t
0.4484063020199679,0.6670166312027522,COVID Wave 1,covid_primary_t
0.6192263300273554,0.3709194006789249,COVID Wave 1,covid_primary_t
0.6263922838120946,0.6228687963978217,COVID Wave 1,covid_primary_t
0.4732867561504692,0.5981167594935808,COVID Wave 1,covid_primary_t
0.5728188601172765,0.505559532846252,COVID Wave 1,covid_primary_t
0.5515257027696392,0.5246148699578556,COVID Wave 1,covid_primary_t
0.4698415431188754,0.6263332013294844,COVID Wave 1,covid_primary_t
0.5196260717972376,0.4379572354000728,COVID Wave 1,covid_primary_t
0.48396070119408463,0.8652650285319972,COVID Wave 1,covid_primary_t
0.47688872661466,0.5715737367892693,COVID Wave 1,covid_primary_t
0.5728210468917461,0.5672833776890214,COVID Wave 1,covid_primary_t
0.6154805927563287,0.5549516509166452,COVID Wave 1,covid_primary_t
0.5978509018788342,0.5755533049320767,COVID Wave 1,covid_primary_t
0.6407075962321158,0.426060970932094,COVID Wave 1,covid_primary_t
0.5408993393465291,0.3140811162297924,COVID Wave 1,covid_primary_t
0.650928094473991,0.47671704806678117,COVID Wave 1,covid_primary_t
0.7223710388240318,0.46645436268421936,COVID Wave 1,covid_primary_t
0.4483266447079699,0.5152429831352259,COVID Wave 1,covid_primary_t
0.594306420824267,0.47561911194645223,COVID Wave 1,covid_primary_t
0.5587842193744066,0.541558942481205,COVID Wave 1,covid_primary_t
0.5657554542641272,0.6093435791191695,COVID Wave 1,covid_primary_t
0.5445355410795829,0.5837961242225513,COVID Wave 1,covid_primary_t
0.5372906798291468,0.6855431753329836,COVID Wave 1,covid_primary_t
