t,period,dataset,kt,kt_upper,kt_lower,Rt,Rt_upper,Rt_lower
2020-03-01,COVID Wave 1,sensitivity,0.8678086996670891,3.2707571302990415,0.18517724010896686,0.8313164480519711,1.3334309670274782,0.4995541057292817
2020-03-02,COVID Wave 1,sensitivity,1.1105924460427667,4.5533909816966185,0.3113222118917795,0.9059631433357226,1.4544246208909852,0.5454346082344208
2020-03-03,COVID Wave 1,sensitivity,1.407090061657516,8.164827758178467,0.2753344914387369,0.9576998151208472,1.4999189133342008,0.49997395403766015
2020-03-04,COVID Wave 1,sensitivity,0.24367536563172426,1.5777923090801458,0.12174389578714793,5.489788451301974,13.208327566908574,0.9443820293110003
2020-03-05,COVID Wave 1,sensitivity,0.24263323137997642,1.5775443409868508,0.12020139838842264,5.549322906498902,13.220099423047362,0.9446580398729142
2020-03-06,COVID Wave 1,sensitivity,0.2769057816972836,1.45268518735579,0.1386036542519796,5.166266287937513,11.541800115722577,1.1363548780121149
2020-03-07,COVID Wave 1,sensitivity,0.27436703662534156,0.9149670257568886,0.1426005565798455,4.65785618791513,10.466468619411872,1.1669033199025287
2020-03-08,COVID Wave 1,sensitivity,0.2568688948729285,0.8218801215992031,0.13558406372690554,3.826350930746519,8.160042582827792,1.0967058611699447
2020-03-09,COVID Wave 1,sensitivity,0.24020627169930003,0.8246510714333024,0.1255477035106728,2.9367393104360615,6.2365550517387645,0.8795415520761996
2020-03-10,COVID Wave 1,sensitivity,0.1934951924929259,0.6225697064051039,0.1109345277864854,2.4824824158392627,5.348902716388047,0.7120090009236888
2020-03-11,COVID Wave 1,sensitivity,0.19163503334489065,0.6266609486368289,0.10265570523353292,1.9869008763713887,4.3546637596297915,0.6333002666143065
2020-03-12,COVID Wave 1,sensitivity,0.18887899764206606,0.6580635447911375,0.10418592521135923,2.1563870794444093,4.643305434233348,0.6317227163820726
2020-03-13,COVID Wave 1,sensitivity,0.4872492675320331,1.4339557670675227,0.24296110383875735,0.6382235606905154,0.9250242085929017,0.39990340921212053
2020-03-14,COVID Wave 1,sensitivity,0.4718646027566739,2.7226579524025816,0.21254681073889176,0.5714206957542757,0.8790630864079924,0.3148137043934319
2020-03-15,COVID Wave 1,sensitivity,1.6145294568736137,16.92827535863993,0.46698979784740136,0.39066852294253346,0.5490113075032304,0.2548399224637481
2020-03-16,COVID Wave 1,sensitivity,0.979637896816145,9.751184726441704,0.33537006829480953,0.3289618776928069,0.4753894821390191,0.1967786437913182
2020-03-17,COVID Wave 1,sensitivity,0.5202934401585291,2.1188810697088587,0.20698067700811154,0.32620511971085264,0.47458281294932264,0.18648284037328397
2020-03-18,COVID Wave 1,sensitivity,0.5017614111847221,1.6331788740151352,0.23896190090851122,0.5067606367863626,0.7082861296512573,0.31940143265884197
2020-03-19,COVID Wave 1,sensitivity,0.408179675673365,0.9742661462314848,0.22384415700563376,0.5251624962627214,0.7469448372149237,0.33329348243809503
2020-03-20,COVID Wave 1,sensitivity,0.4935243934759378,1.412523032033346,0.26531313586302757,0.5310554902821711,0.7415337989030419,0.3482767938262039
2020-03-21,COVID Wave 1,sensitivity,0.46544203824484043,1.2889321841749086,0.22857001421987277,0.5263883937466811,0.7373754655938844,0.34128820013332445
