t,growth_rate,npi_index,period
2003-05-20,-0.0600537488866343,19.44444444,SARS Wave
2003-05-21,-0.06046037322321097,19.44444444,SARS Wave
2003-05-22,-0.06121570726624094,19.44444444,SARS Wave
2003-05-23,-0.06129351748446668,19.44444444,SARS Wave
2003-05-24,-0.06148776856951524,19.44444444,SARS Wave
2003-05-25,-0.06130832781362426,19.44444444,SARS Wave
2003-05-26,-0.06174560868894975,19.44444444,SARS Wave
2003-05-27,-0.06247437373675858,19.44444444,SARS Wave
2003-05-28,-0.06193563403084144,19.44444444,SARS Wave
2003-05-29,-0.06191735668749983,19.44444444,SARS Wave
2003-05-30,-0.06209114191726949,19.44444444,SARS Wave
2003-05-31,-0.06140571790451368,19.44444444,SARS Wave
