t,method,rt,rt_lower,rt_upper,period
2021-01-23,EpiNow2,0.6833479425927311,0.5757934719919975,0.7865538961176072,COVID Wave 3
2021-01-24,EpiNow2,0.6727622335489283,0.5714044698829622,0.7769908171237578,COVID Wave 3
2021-01-25,EpiNow2,0.6685920996752764,0.5711392936323323,0.7752402556202064,COVID Wave 3
2021-01-26,EpiNow2,0.668579838410122,0.5776012115357158,0.780922433765705,COVID Wave 3
2021-01-27,EpiNow2,0.6758572418993618,0.5838056016090505,0.7913681941228393,COVID Wave 3
2021-01-28,EpiNow2,0.6855052908070163,0.5891779882246666,0.806822396223736,COVID Wave 3
2021-01-29,EpiNow2,0.6954794384055877,0.5966073558664204,0.8227016329321408,COVID Wave 3
2021-01-30,EpiNow2,0.7060251433298232,0.6030945371581573,0.8373326511498244,COVID Wave 3
2021-01-31,EpiNow2,0.7183766545276005,0.6125961312219045,0.8491400379591555,COVID Wave 3
2021-02-01,EpiNow2,0.7316134068476421,0.6169140037475401,0.8619428683712743,COVID Wave 3
2021-02-02,EpiNow2,0.7445011438164669,0.6269488021908444,0.8756525849989251,COVID Wave 3
2021-02-03,EpiNow2,0.7599517087152603,0.6400502354663112,0.8846784865211238,COVID Wave 3
2021-02-04,EpiNow2,0.7808242290819625,0.656575795764851,0.9098765973432252,COVID Wave 3
2021-02-05,EpiNow2,0.8022255592646481,0.6738698012364936,0.9315374297440682,COVID Wave 3
2021-02-06,EpiNow2,0.8273654013428215,0.6957225934728989,0.9582528741286196,COVID Wave 3
2021-02-07,EpiNow2,0.8577296111874582,0.7255594902055191,0.9862984451900726,COVID Wave 3
2021-02-08,EpiNow2,0.8900638776394201,0.7604240858976957,1.0252356124598665,COVID Wave 3
2021-02-09,EpiNow2,0.9248213809090468,0.7998852700471739,1.067165213474514,COVID Wave 3
2021-02-10,EpiNow2,0.9630202571956484,0.8381040072265546,1.110372680522278,COVID Wave 3
2021-02-11,EpiNow2,0.99831144482306,0.8688521017133475,1.1556369491561314,COVID Wave 3
2021-02-12,EpiNow2,1.0286882309294505,0.8925161617796806,1.203203815682887,COVID Wave 3
2021-02-13,EpiNow2,1.0519220149836772,0.9058836934652704,1.2423601000405695,COVID Wave 3
2021-02-14,EpiNow2,1.064944585293396,0.9160030005920948,1.2595445214998753,COVID Wave 3
2021-02-15,EpiNow2,1.070998607640253,0.9164382460765657,1.2656881193803369,COVID Wave 3
2021-02-16,EpiNow2,1.068734361874069,0.9162953654997944,1.2514754313819416,COVID Wave 3
2021-02-17,EpiNow2,1.055149446615351,0.9029314722464692,1.2220659922640966,COVID Wave 3
2021-02-18,EpiNow2,1.0369804526618178,0.8810310137477944,1.2021729133666228,COVID Wave 3
2021-02-19,EpiNow2,1.0208446901206647,0.8558701257387226,1.1825547951482227,COVID Wave 3
2021-02-20,EpiNow2,1.0041509221679172,0.8281462136912655,1.1668438825148422,COVID Wave 3
2021-02-21,EpiNow2,0.9990457545491126,0.8162666053036689,1.1636795586889097,COVID Wave 3
2021-02-22,EpiNow2,1.0003590064039434,0.8095676613437056,1.1707238377207585,COVID Wave 3
2021-02-23,EpiNow2,1.0123677966775304,0.8175834222445881,1.1807168581477183,COVID Wave 3
2021-02-24,EpiNow2,1.0348018106729877,0.8380643188585064,1.193753414929991,COVID Wave 3
2021-02-25,EpiNow2,1.0633635970454811,0.8786474630192203,1.2171682429044095,COVID Wave 3
2021-02-26,EpiNow2,1.0998402930574678,0.9298801027335162,1.250891413826985,COVID Wave 3
2021-02-27,EpiNow2,1.134312428794802,0.9936918236702956,1.2901086025173016,COVID Wave 3
2021-02-28,EpiNow2,1.1683585367960012,1.0284088950086827,1.3426393507193668,COVID Wave 3
2021-03-01,EpiNow2,1.1955265425356227,1.045764897365352,1.4014509259002492,COVID Wave 3
2021-03-02,EpiNow2,1.2100676541279802,1.045016925270229,1.4408843294132794,COVID Wave 3
2021-03-03,EpiNow2,1.205063988009591,1.022710422048983,1.4668394340808415,COVID Wave 3
2021-03-04,EpiNow2,1.178251743135052,0.9860515865772826,1.4469453723187506,COVID Wave 3
2021-03-05,EpiNow2,1.1279035151542172,0.9498684633552624,1.384117080550321,COVID Wave 3
2021-03-06,EpiNow2,1.062625706494836,0.9007987343051403,1.294487672099147,COVID Wave 3
2021-03-07,EpiNow2,0.99050077684825,0.8460799292812584,1.1908245742512067,COVID Wave 3
2021-03-08,EpiNow2,0.9142709445943168,0.7833342685161194,1.0847905894630052,COVID Wave 3
2021-03-09,EpiNow2,0.8424475625192468,0.7176388896949863,0.9838770897462517,COVID Wave 3
2021-03-10,EpiNow2,0.7791883517201886,0.6530397434358529,0.9061422227627712,COVID Wave 3
2021-03-11,EpiNow2,0.7247854218369733,0.5945296654215625,0.8479983577075698,COVID Wave 3
2021-03-12,EpiNow2,0.6826174997452694,0.5439591283528611,0.8055508192949837,COVID Wave 3
2021-03-13,EpiNow2,0.6520089345477211,0.5139489772179403,0.7795618517874908,COVID Wave 3
2021-03-14,EpiNow2,0.6337743010649257,0.4988928257371767,0.7633443651014032,COVID Wave 3
2021-03-15,EpiNow2,0.6285767719985267,0.4885193410070221,0.7603019756411218,COVID Wave 3
2021-03-16,EpiNow2,0.6346721805102213,0.4968560957236268,0.7691988572524786,COVID Wave 3
2021-03-17,EpiNow2,0.6512557390344751,0.516342214949433,0.7839790108718965,COVID Wave 3
2021-03-18,EpiNow2,0.6760719967221509,0.5453704966935761,0.8090409974569337,COVID Wave 3
2021-03-19,EpiNow2,0.7097658965912266,0.5820086923864413,0.8543668407189746,COVID Wave 3
2021-03-20,EpiNow2,0.7486251597830054,0.6207968616655104,0.8969495136967756,COVID Wave 3
2021-03-21,EpiNow2,0.7900621257369336,0.6650939567676287,0.9515050795577228,COVID Wave 3
2021-03-22,EpiNow2,0.8374478139393844,0.7024236657241845,1.018506489467232,COVID Wave 3
2021-03-23,EpiNow2,0.8847881016430256,0.7325362352865582,1.084222811254115,COVID Wave 3
2021-03-24,EpiNow2,0.9328900990928466,0.7495764197159333,1.1601449598481406,COVID Wave 3
2021-03-25,EpiNow2,0.980258722933618,0.7626940990648146,1.2305020533916988,COVID Wave 3
2021-03-26,EpiNow2,1.018840752906541,0.7697896466016424,1.306090222564817,COVID Wave 3
2021-03-27,EpiNow2,1.0553599070089452,0.7730614878327517,1.3863779689889597,COVID Wave 3
2021-03-28,EpiNow2,1.0867745910277804,0.7616927567106148,1.4745900520871045,COVID Wave 3
2021-03-29,EpiNow2,1.1121369605013722,0.7400778851272224,1.5925136727187104,COVID Wave 3
2021-03-30,EpiNow2,1.1331669967803193,0.7131021591003128,1.706145846167622,COVID Wave 3
2021-03-31,EpiNow2,1.1489998818990206,0.6889895634011425,1.8428205575303953,COVID Wave 3
2021-04-01,EpiNow2,1.159601799650141,0.6608288866664342,1.978210780001158,COVID Wave 3
2021-04-02,EpiNow2,1.1676530317508556,0.6311900993029147,2.0864830596842276,COVID Wave 3
2003-02-15,EpiNow2,2.0488796696927336,1.7319495634252515,2.394141177557136,SARS Wave
2003-02-16,EpiNow2,2.243855275282969,1.876953338447269,2.6358149373344295,SARS Wave
2003-02-17,EpiNow2,2.4683899395341253,1.9892065361203608,2.982827676183514,SARS Wave
2003-02-18,EpiNow2,2.725382184607671,2.111895769930215,3.4006658936200584,SARS Wave
2003-02-19,EpiNow2,3.0063945025079417,2.261613154236187,3.8796732014922735,SARS Wave
2003-02-20,EpiNow2,3.3231018195280493,2.4275142259747855,4.425431261092874,SARS Wave
2003-02-21,EpiNow2,3.663673303119765,2.6311721098761778,5.037828356777516,SARS Wave
2003-02-22,EpiNow2,4.0204736058246935,2.858956324881598,5.6326354747278335,SARS Wave
2003-02-23,EpiNow2,4.393737530913062,3.1740832003790307,6.225702164013636,SARS Wave
2003-02-24,EpiNow2,4.757386824680903,3.45989320564143,6.818481711627053,SARS Wave
2003-02-25,EpiNow2,5.091064478922073,3.7150060744271345,7.405346815299698,SARS Wave
2003-02-26,EpiNow2,5.380549901022178,3.924774395582736,7.991279039413162,SARS Wave
2003-02-27,EpiNow2,5.615341947422512,4.086024859909883,8.383851344482041,SARS Wave
2003-02-28,EpiNow2,5.771012683887616,4.1815260476585046,8.527600469151793,SARS Wave
2003-03-01,EpiNow2,5.806387042631258,4.245658948751012,8.526147771774687,SARS Wave
2003-03-02,EpiNow2,5.7357546760410845,4.272008835818022,8.249484453052494,SARS Wave
2003-03-03,EpiNow2,5.583256201449657,4.244089649795255,7.73459650116167,SARS Wave
2003-03-04,EpiNow2,5.327147332888346,4.141388258485005,7.186515520669807,SARS Wave
2003-03-05,EpiNow2,5.010448722662207,3.9523823514598297,6.571231251270414,SARS Wave
2003-03-06,EpiNow2,4.668139666623984,3.707514379520199,5.965740454966126,SARS Wave
2003-03-07,EpiNow2,4.307690111315752,3.3852738292261324,5.40291351978799,SARS Wave
2003-03-08,EpiNow2,3.9594361037290575,3.0237004110953993,4.904122468288727,SARS Wave
2003-03-09,EpiNow2,3.618076959022938,2.653718090133006,4.485031121328016,SARS Wave
2003-03-10,EpiNow2,3.3004217532938904,2.3599424442270447,4.096940502386057,SARS Wave
2003-03-11,EpiNow2,3.0138637708775757,2.125414686319252,3.731637846279472,SARS Wave
2003-03-12,EpiNow2,2.754545381693769,1.9917057662390063,3.384879490916473,SARS Wave
2003-03-13,EpiNow2,2.512465146974664,1.8915591274193584,3.0770649124839156,SARS Wave
2003-03-14,EpiNow2,2.2994277295056653,1.783949642690045,2.811286981068647,SARS Wave
2003-03-15,EpiNow2,2.1116052337541724,1.6897275843657045,2.5713888814479415,SARS Wave
2003-03-16,EpiNow2,1.943456361275845,1.5739917124267846,2.383387769883321,SARS Wave
2003-03-17,EpiNow2,1.7947747094135305,1.4409086606954535,2.229835548699449,SARS Wave
2003-03-18,EpiNow2,1.648693626142378,1.3202670332777842,2.0879085030796816,SARS Wave
2003-03-19,EpiNow2,1.5074612215437644,1.2140109274546291,1.950598500558265,SARS Wave
2003-03-20,EpiNow2,1.383651914653815,1.105982480035085,1.8151203024100309,SARS Wave
2003-03-21,EpiNow2,1.2682424183311936,1.0107626457083163,1.6700041520386952,SARS Wave
2003-03-22,EpiNow2,1.1581163654930686,0.9293471168543206,1.52095749106111,SARS Wave
2003-03-23,EpiNow2,1.0608655540785363,0.8534099537010539,1.3795120591502863,SARS Wave
2003-03-24,EpiNow2,0.9752342135503164,0.7833263558081226,1.2414761464849415,SARS Wave
2003-03-25,EpiNow2,0.8982051962809747,0.7177341193192717,1.1304967547997695,SARS Wave
2003-03-26,EpiNow2,0.8313622526578415,0.6606123712544966,1.0356309938459622,SARS Wave
2003-03-27,EpiNow2,0.7723521728520581,0.6065071937940479,0.9566841144745204,SARS Wave
2003-03-28,EpiNow2,0.7216378863889483,0.5593777230457934,0.8919954593858499,SARS Wave
2003-03-29,EpiNow2,0.6833540226126658,0.5192698433056744,0.842504475772764,SARS Wave
2003-03-30,EpiNow2,0.6487925654792628,0.4934889245818466,0.8032601342935817,SARS Wave
2003-03-31,EpiNow2,0.620136170950901,0.4695529486621774,0.7715971866313276,SARS Wave
2003-04-01,EpiNow2,0.5967045332008883,0.45461380458786765,0.7430977046348677,SARS Wave
2003-04-02,EpiNow2,0.5770605801499964,0.4450370114948574,0.7208181991818798,SARS Wave
2003-04-03,EpiNow2,0.5625466837039388,0.4393760932600147,0.7048528000787446,SARS Wave
2003-04-04,EpiNow2,0.5510895072590936,0.43487689494561055,0.6962481949439342,SARS Wave
2003-04-05,EpiNow2,0.5409671398229436,0.43263926525231,0.6827684508524808,SARS Wave
2003-04-06,EpiNow2,0.5339359728739985,0.4271436859052925,0.6722889261264631,SARS Wave
2003-04-07,EpiNow2,0.5292139172117251,0.4231934619958192,0.6698674691467561,SARS Wave
2003-04-08,EpiNow2,0.5258502271489385,0.4202039613100438,0.6665675165049277,SARS Wave
2003-04-09,EpiNow2,0.5224646285906611,0.4144918020201529,0.6689985019915184,SARS Wave
2003-04-10,EpiNow2,0.5203360657864977,0.4112466592542879,0.6691221355343612,SARS Wave
2003-04-11,EpiNow2,0.517332957873639,0.4068943294910794,0.6717537412262341,SARS Wave
2003-04-12,EpiNow2,0.5153042112202271,0.40452506153253953,0.6704203845431562,SARS Wave
2003-04-13,EpiNow2,0.5128810573919016,0.4009444237951958,0.6704389451184838,SARS Wave
2003-04-14,EpiNow2,0.510293701640137,0.39616722232443535,0.66758416564816,SARS Wave
2003-04-15,EpiNow2,0.5086349953177163,0.390903878233004,0.6655917325819591,SARS Wave
2003-04-16,EpiNow2,0.5042398832980937,0.3899592093782512,0.6625514133116965,SARS Wave
2003-04-17,EpiNow2,0.5003865284478426,0.3890817643311848,0.6511023849208473,SARS Wave
2003-04-18,EpiNow2,0.4968283944760853,0.3799951933103612,0.6441540498112971,SARS Wave
2003-04-19,EpiNow2,0.4941994834782243,0.37446545277395055,0.6339568243888773,SARS Wave
2003-04-20,EpiNow2,0.49030491949020727,0.3714480294214354,0.6261658826962673,SARS Wave
2003-04-21,EpiNow2,0.4878520605337635,0.3673570307892392,0.6280966700922127,SARS Wave
2003-04-22,EpiNow2,0.48554876608542824,0.3639158734786877,0.6243049499263899,SARS Wave
2003-04-23,EpiNow2,0.4840357972775333,0.3604737027565451,0.6197037126453206,SARS Wave
2003-04-24,EpiNow2,0.48449819139700623,0.35915002648911937,0.6223352496333808,SARS Wave
2003-04-25,EpiNow2,0.48327241720468195,0.35887515149426275,0.6282773283757233,SARS Wave
2003-04-26,EpiNow2,0.4843475513653889,0.3561556037883645,0.6361588315643881,SARS Wave
2003-04-27,EpiNow2,0.48624850623384946,0.3605587772780428,0.6432444041260711,SARS Wave
2003-04-28,EpiNow2,0.48765247712057846,0.36426358938842063,0.651990967566806,SARS Wave
2003-04-29,EpiNow2,0.4918592817593257,0.3678024441872877,0.6593533598514146,SARS Wave
2003-04-30,EpiNow2,0.4958607266708665,0.3677619468843677,0.6654952401235037,SARS Wave
2003-05-01,EpiNow2,0.5024101145069597,0.3728463192094958,0.6746869511480154,SARS Wave
2003-05-02,EpiNow2,0.5039462575581521,0.3726230095715023,0.683216736583992,SARS Wave
2003-05-03,EpiNow2,0.5054899830025344,0.3736631131932235,0.6930925610738672,SARS Wave
2003-05-04,EpiNow2,0.5067383615674305,0.3720605675578896,0.6953816258834944,SARS Wave
2003-05-05,EpiNow2,0.5084580077012106,0.3711801291070642,0.6955713453571711,SARS Wave
2003-05-06,EpiNow2,0.5068754977720267,0.3704111631143819,0.7023218148342754,SARS Wave
2003-05-07,EpiNow2,0.5053626344389439,0.3699152665723554,0.7069454527255746,SARS Wave
2003-05-08,EpiNow2,0.5046994207071249,0.3685762879239469,0.7081779258020328,SARS Wave
2003-05-09,EpiNow2,0.5035321753288817,0.367451667048595,0.7055827978019246,SARS Wave
2003-05-10,EpiNow2,0.49996007959902855,0.36021084497410555,0.7013058919088189,SARS Wave
2003-05-11,EpiNow2,0.4978636939290685,0.35388772230474463,0.7042914524601611,SARS Wave
2003-05-12,EpiNow2,0.49522851166678894,0.343375189671761,0.699108153634482,SARS Wave
2003-05-13,EpiNow2,0.49083049376888943,0.33325705829305297,0.6994089226356488,SARS Wave
2003-05-14,EpiNow2,0.4844424019888829,0.32032042481193473,0.70441948987251,SARS Wave
2003-05-15,EpiNow2,0.48251684987525933,0.31077547145261314,0.7102220598700851,SARS Wave
2003-05-16,EpiNow2,0.48023945693259934,0.3033828779162224,0.7239811055882353,SARS Wave
2003-05-17,EpiNow2,0.474601628978333,0.2875179630665534,0.7310658124125106,SARS Wave
2003-05-18,EpiNow2,0.4740522142170287,0.276954139891211,0.751823089119688,SARS Wave
2003-05-19,EpiNow2,0.4692600002655346,0.2578655122357334,0.7811943571555257,SARS Wave
2003-05-20,EpiNow2,0.46717569055189834,0.238213332774122,0.8059647494206836,SARS Wave
2003-05-21,EpiNow2,0.46475659622141374,0.21947574245868276,0.8477381460615966,SARS Wave
2003-05-22,EpiNow2,0.45976237336147696,0.2042494359160606,0.8979222757282654,SARS Wave
2003-05-23,EpiNow2,0.45938232061814,0.1862165266461193,0.975210481304038,SARS Wave
2003-05-24,EpiNow2,0.45810866962068464,0.1721380206493524,1.0439285101079918,SARS Wave
2003-05-25,EpiNow2,0.4591504181631678,0.1574295021968935,1.1228681136919276,SARS Wave
2003-05-26,EpiNow2,0.4562964874630864,0.14632162433042772,1.2212428069775394,SARS Wave
2003-05-27,EpiNow2,0.45174631545508526,0.13348734502258292,1.3360748517189254,SARS Wave
2003-05-28,EpiNow2,0.4551998436924938,0.12267401096852132,1.4904991399689054,SARS Wave
2003-05-29,EpiNow2,0.4552397608418709,0.11153102674794536,1.5964444868998355,SARS Wave
2003-05-30,EpiNow2,0.45439831688332344,0.10086075739478628,1.7376878903972033,SARS Wave
2003-05-31,EpiNow2,0.45861851792347946,0.09095648369329172,1.9130581806892897,SARS Wave
