t_start,t_end,window,k_input,Rc,Rc_lower,Rc_upper,kc,kc_lower,kc_upper,window_t,t
40,54,fortnightly,100,1.9994463412683554,1.91228386710708,2.0928705467033275,102.5332551223144,19.72839037458686,1041406.2481469564,14,47
41,41,daily,100,2.0180213213415477,1.480500185924922,2.5709669979682377,377967.89098483324,3.9093545469622093,8199209.028472121,1,41
41,48,weekly,100,1.9996810914362477,1.8512114631168923,2.1591495360089556,124.18137883119392,13.117543399563795,2434156.3999130814,7,44.5
41,55,fortnightly,100,2.0003227078757253,1.9168509909722502,2.0925602680852977,96.35636817841913,21.133841795207218,1164053.0795028585,14,48
42,42,daily,100,2.018665658824626,1.4804904045594054,2.554183842425758,212708.37479429026,4.125326552146174,8103653.828094649,1,42
42,49,weekly,100,1.9980986246534747,1.8575203729404368,2.1519387897064566,128.50724473897353,13.026382278227217,2284710.674923733,7,45.5
42,56,fortnightly,100,2.0006889593186403,1.9213779155410482,2.0906193654033602,97.42828751071967,21.523001018943205,936513.8989652653,14,49
43,43,daily,100,1.9949899479321704,1.493145368046169,2.4844443684271176,202552.034836845,4.615388684701062,8618377.877075825,1,43
43,50,weekly,100,1.9951264542143334,1.861880860838383,2.1453152256707324,128.05393897735635,14.298493700338115,2077290.1646246964,7,46.5
43,57,fortnightly,100,2.000872727065197,1.925604232271147,2.0844137133130283,104.54025187697073,22.869423682583705,915176.0895708316,14,50
44,44,daily,100,1.9966802589860342,1.5351320749902768,2.4361446989203572,156724.3807205813,5.247076719567479,7911080.700260337,1,44
44,51,weekly,100,1.9943052773544696,1.867544092649437,2.130291221922164,116.76990883429227,15.735831683841662,1725517.9085038363,7,47.5
44,58,fortnightly,100,2.0008706186172014,1.9293063404107647,2.078017118301901,104.95977201300775,24.140473824068795,768309.069498112,14,51
45,45,daily,100,1.9945400666827673,1.556082035952678,2.4032137444262096,141896.46992983716,5.594845647038764,6731514.83760601,1,45
45,52,weekly,100,1.994634535524879,1.8737165407206,2.1225241642775927,109.5014802910165,16.4884793742637,1530839.5691357844,7,48.5
45,59,fortnightly,100,1.9344902139065343,1.8682811275312485,2.0037978050890506,73.79594590071748,19.357272210889935,499829.52160169557,14,52
46,46,daily,100,1.9974779637120788,1.5818333996112104,2.407150416263615,50576.401368471204,5.691504783299764,5369168.336505947,1,46
46,53,weekly,100,1.9968691279950217,1.880074369836361,2.114967938215541,107.42441061509932,16.770199860771097,1394136.0150774205,7,49.5
46,60,fortnightly,100,1.8091073853707307,1.7473713544710767,1.8724367295415771,37.472633150205716,12.76666193063619,248068.12655449612,14,53
47,47,daily,100,1.9957907387723,1.6145990499990457,2.4145814381630863,42539.07925345268,5.6774937987334475,4681893.262174847,1,47
47,54,weekly,100,1.9989260831568263,1.8914526331930197,2.114755133888977,110.492581177726,17.642222692407007,1495822.0418488274,7,50.5
47,61,fortnightly,100,1.6313764732408031,1.5781948931528664,1.6853170885963233,6.389539089996404,4.945051273362742,9.69371594368325,14,54
48,48,daily,100,1.9982251138158862,1.6477289932342505,2.3936698345574627,42221.13312769707,5.699953509656527,4674588.395984379,1,48
48,55,weekly,100,2.0010148457422656,1.901826556760156,2.113567449301623,107.5193688965485,18.77630201940084,1491947.8799757573,7,51.5
48,62,fortnightly,100,1.4744304394105179,1.4271990694229715,1.5203459462483782,3.8606925939616232,3.252223222914012,4.937892961964902,14,55
49,49,daily,100,1.9984947140741909,1.6749936484278178,2.3677207903715805,98802.19364214705,6.1814636915266234,5522210.848103266,1,49
49,56,weekly,100,2.002182800624707,1.9122680045080545,2.1112453536336204,104.81915383178402,20.014444780896827,1459668.7501534007,7,52.5
49,63,fortnightly,100,1.3389672930815968,1.3003930330733675,1.376694347451803,2.8768878003781797,2.4769580203019967,3.4649461634530403,14,56
50,50,daily,100,1.9895442137427628,1.6673926940623864,2.321768758072935,59101.05705995672,6.434485926544053,5126558.76064917,1,50
50,57,weekly,100,2.003060976759136,1.9189407054091552,2.1051384872247616,106.39281265208211,21.0115168817277,1238970.5885604296,7,53.5
50,64,fortnightly,100,1.2270725718431568,1.1942016081926785,1.2598315991076323,2.3814851516897044,2.077152374131396,2.790508480887773,14,57
51,51,daily,100,1.9911656228551715,1.6881739151897923,2.3027531485958344,59132.573691146994,6.775276504059967,4654855.023882017,1,51
51,58,weekly,100,2.00351565726041,1.92132060190898,2.0945315179892767,100.7956527456605,22.775101274879088,1011231.6865725218,7,54.5
51,65,fortnightly,100,1.1376015417835559,1.109588392047243,1.167404751597529,2.111779885692224,1.8532209601320027,2.443424027329201,14,58
52,52,daily,100,1.9974249812881169,1.7034334141471994,2.2928645829918994,286.05990920357414,6.957723764799891,3957415.6017097957,1,52
52,59,weekly,100,1.9130588750014852,1.8330643907649193,1.9952593822510778,68.23492825017355,17.56046847289464,543616.1977546328,7,55.5
52,66,fortnightly,100,1.0649772448844719,1.0378779678623034,1.0924743407140884,1.9553965306050411,1.7286964948641927,2.247515731880203,14,59
53,53,daily,100,2.007389041026366,1.7307690225566308,2.3017440679388215,265.3890352278699,8.052720710536322,3866833.7750550103,1,53
53,60,weekly,100,1.741269513258547,1.6647100392185161,1.8140786713168842,34.610469311258626,11.151674910617558,268291.4406139792,7,56.5
53,67,fortnightly,100,1.001784788578823,0.9751852724520728,1.0273216853058478,1.8574446649542862,1.641637413712214,2.1173857611238853,14,60
54,54,daily,100,2.009131893417786,1.7408817536410768,2.2922205893938528,253.55548172220378,8.7412189028238,3757238.139426743,1,54
54,61,weekly,100,1.497460891932113,1.4297296433370967,1.5613228214497026,4.543437525515269,3.6646708131040833,6.79115060006734,7,57.5
54,68,fortnightly,100,0.9420406045435827,0.9160704520022455,0.9658628131929717,1.793909960914293,1.5769454673366632,2.0443841285595585,14,61
55,55,daily,100,2.009595818156011,1.7675433600254804,2.274463082274987,561.8181472585571,9.733832193382797,3353294.4775244803,1,55
55,62,weekly,100,1.2815600940715035,1.2228005918065599,1.3375645926254507,2.7295202667890077,2.307865869155371,3.473550094081252,7,58.5
