t,sse,n,k_input
61,nn,332.8833333333333,0.1
62,ssn,50.29666666666667,0.1
62,ss_link,1707.4533333333334,0.1
62,nn,371.3433333333333,0.1
63,ssn,53.766666666666666,0.1
63,ss_link,1835.1466666666668,0.1
63,nn,413.08666666666664,0.1
64,ssn,53.17,0.1
64,ss_link,1769.66,0.1
64,nn,448.48,0.1
65,ssn,47.05,0.1
65,ss_link,1477.5266666666666,0.1
65,nn,476.2366666666667,0.1
66,ssn,38.74333333333333,0.1
66,ss_link,1106.5733333333333,0.1
66,nn,498.11333333333334,0.1
67,ssn,32.096666666666664,0.1
67,ss_link,806.9033333333333,0.1
67,nn,529.13,0.1
68,ssn,28.703333333333333,0.1
68,ss_link,629.0833333333334,0.1
68,nn,560.6,0.1
69,ssn,26.513333333333332,0.1
69,ss_link,530.1633333333333,0.1
69,nn,572.39,0.1
70,ssn,24.626666666666665,0.1
70,ss_link,471.2266666666667,0.1
70,nn,556.48,0.1
71,ssn,23.19333333333333,0.1
71,ss_link,419.0933333333333,0.1
71,nn,519.3833333333333,0.1
72,ssn,20.04,0.1
72,ss_link,368.45666666666665,0.1
72,nn,463.5366666666667,0.1
73,ssn,17.526666666666667,0.1
73,ss_link,323.20666666666665,0.1
73,nn,411.55333333333334,0.1
74,ssn,15.58,0.1
74,ss_link,288.68666666666667,0.1
74,nn,362.23333333333335,0.1
75,ssn,14.7,0.1
75,ss_link,257.74333333333334,0.1
75,nn,326.92,0.1
76,ssn,12.676666666666666,0.1
76,ss_link,234.04666666666665,0.1
76,nn,295.6766666666667,0.1
77,ssn,11.516666666666667,0.1
77,ss_link,213.5,0.1
77,nn,266.1433333333333,0.1
78,ssn,10.093333333333334,0.1
78,ss_link,189.53,0.1
78,nn,238.72333333333333,0.1
79,ssn,9.243333333333334,0.1
79,ss_link,170.44,0.1
79,nn,212.69,0.1
80,ssn,8.313333333333333,0.1
80,ss_link,153.31666666666666,0.1
80,nn,192.02666666666667,0.1
81,ssn,7.386666666666667,0.1
81,ss_link,136.08333333333334,0.1
81,nn,170.3,0.1
82,ssn,6.48,0.1
82,ss_link,122.43333333333334,0.1
82,nn,153.73,0.1
83,ssn,5.906666666666666,0.1
83,ss_link,109.38666666666667,0.1
83,nn,138.03333333333333,0.1
84,ssn,5.126666666666667,0.1
84,ss_link,98.36333333333333,0.1
84,nn,126.01666666666667,0.1
85,ssn,4.77,0.1
85,ss_link,88.26333333333334,0.1
85,nn,112.39666666666666,0.1
86,ssn,4.266666666666667,0.1
86,ss_link,78.23666666666666,0.1
86,nn,100.02,0.1
87,ssn,3.8766666666666665,0.1
87,ss_link,70.68333333333334,0.1
87,nn,90.88666666666667,0.1
88,ssn,3.533333333333333,0.1
88,ss_link,63.25,0.1
88,nn,80.99333333333334,0.1
89,ssn,3.13,0.1
89,ss_link,56.03666666666667,0.1
89,nn,71.61333333333333,0.1
90,ssn,2.783333333333333,0.1
90,ss_link,50.76,0.1
90,nn,64.15666666666667,0.1
91,ssn,2.32,0.1
91,ss_link,45.656666666666666,0.1
91,nn,58.17,0.1
92,ssn,2.33,0.1
92,ss_link,40.41,0.1
92,nn,51.45333333333333,0.1
93,ssn,2.0433333333333334,0.1
93,ss_link,36.84,0.1
93,nn,46.18333333333333,0.1
94,ssn,1.7892976588628762,0.1
94,ss_link,33.4180602006689,0.1
94,nn,42.06020066889632,0.1
95,ssn,1.7725752508361203,0.1
95,ss_link,29.598662207357858,0.1
95,nn,37.03678929765886,0.1
96,ssn,1.436241610738255,0.1
96,ss_link,27.21476510067114,0.1
96,nn,33.77181208053691,0.1
97,ssn,1.393939393939394,0.1
97,ss_link,23.683501683501685,0.1
97,nn,29.939393939393938,0.1
98,ssn,1.1879194630872483,0.1
98,ss_link,21.859060402684563,0.1
98,nn,27.154362416107382,0.1
99,ssn,1.1023890784982935,0.1
99,ss_link,19.781569965870307,0.1
99,nn,24.49146757679181,0.1
100,ssn,0.9795918367346939,0.1
100,ss_link,17.93877551020408,0.1
100,nn,22.0578231292517,0.1
101,ssn,0.8033898305084746,0.1
101,ss_link,16.044067796610168,0.1
101,nn,19.02033898305085,0.1
