t,sse,n,k_input
102,ssn,0.8707482993197279,0.1
102,ss_link,14.806122448979592,0.1
102,nn,18.010204081632654,0.1
103,ssn,0.8006872852233677,0.1
103,ss_link,13.109965635738831,0.1
103,nn,15.962199312714777,0.1
104,ssn,0.6472602739726028,0.1
104,ss_link,11.794520547945206,0.1
104,nn,15.017123287671232,0.1
105,ssn,0.6027874564459931,0.1
105,ss_link,10.94773519163763,0.1
105,nn,13.501742160278745,0.1
106,ssn,0.5017421602787456,0.1
106,ss_link,9.874564459930314,0.1
106,nn,11.874564459930314,0.1
107,ssn,0.4432624113475177,0.1
107,ss_link,9.046099290780141,0.1
107,nn,11.092198581560284,0.1
108,ssn,0.46886446886446886,0.1
108,ss_link,8.684981684981684,0.1
108,nn,9.7985347985348,0.1
109,ssn,0.39194139194139194,0.1
109,ss_link,7.714285714285714,0.1
109,nn,8.89010989010989,0.1
110,ssn,0.36231884057971014,0.1
110,ss_link,6.659420289855072,0.1
110,nn,8.18840579710145,0.1
111,ssn,0.3371212121212121,0.1
111,ss_link,6.011363636363637,0.1
111,nn,7.458333333333333,0.1
112,ssn,0.3231939163498099,0.1
112,ss_link,5.840304182509506,0.1
112,nn,7.133079847908745,0.1
113,ssn,0.2440944881889764,0.1
113,ss_link,5.019685039370079,0.1
113,nn,6.535433070866142,0.1
114,ssn,0.26859504132231404,0.1
114,ss_link,4.7190082644628095,0.1
114,nn,6.181818181818182,0.1
115,ssn,0.14682539682539683,0.1
115,ss_link,4.123015873015873,0.1
115,nn,5.992063492063492,0.1
116,ssn,0.2330508474576271,0.1
116,ss_link,4.059322033898305,0.1
116,nn,4.995762711864407,0.1
117,ssn,0.211864406779661,0.1
117,ss_link,3.5042372881355934,0.1
117,nn,4.6525423728813555,0.1
118,ssn,0.16143497757847533,0.1
118,ss_link,3.4484304932735426,0.1
118,nn,4.04932735426009,0.1
119,ssn,0.15165876777251186,0.1
119,ss_link,2.957345971563981,0.1
119,nn,3.8720379146919433,0.1
120,ssn,0.14705882352941177,0.1
120,ss_link,2.9754901960784315,0.1
120,nn,3.730392156862745,0.1
121,ssn,0.12562814070351758,0.1
121,ss_link,2.487437185929648,0.1
121,nn,3.321608040201005,0.1
122,ssn,0.16751269035532995,0.1
122,ss_link,2.279187817258883,0.1
122,nn,3.253807106598985,0.1
123,ssn,0.11855670103092783,0.1
123,ss_link,2.170103092783505,0.1
123,nn,2.8402061855670104,0.1
124,ssn,0.09523809523809523,0.1
124,ss_link,1.8518518518518519,0.1
124,nn,2.761904761904762,0.1
125,ssn,0.11428571428571428,0.1
125,ss_link,1.8171428571428572,0.1
125,nn,2.5142857142857142,0.1
126,ssn,0.09941520467836257,0.1
126,ss_link,1.760233918128655,0.1
126,nn,2.3976608187134505,0.1
127,ssn,0.11688311688311688,0.1
127,ss_link,1.7402597402597402,0.1
127,nn,2.3051948051948052,0.1
128,ssn,0.10526315789473684,0.1
128,ss_link,1.605263157894737,0.1
128,nn,2.335526315789474,0.1
129,ssn,0.13986013986013987,0.1
129,ss_link,1.6293706293706294,0.1
129,nn,1.8881118881118881,0.1
130,ssn,0.06338028169014084,0.1
130,ss_link,1.5985915492957747,0.1
130,nn,1.908450704225352,0.1
131,ssn,0.09302325581395349,0.1
131,ss_link,1.5116279069767442,0.1
131,nn,1.751937984496124,0.1
132,ssn,0.08527131782945736,0.1
132,ss_link,1.3488372093023255,0.1
132,nn,1.6124031007751938,0.1
133,ssn,0.04504504504504504,0.1
133,ss_link,1.4594594594594594,0.1
133,nn,1.6576576576576576,0.1
134,ssn,0.12264150943396226,0.1
134,ss_link,1.4622641509433962,0.1
134,nn,1.6886792452830188,0.1
135,ssn,0.09375,0.1
135,ss_link,1.5104166666666667,0.1
135,nn,1.5625,0.1
136,ssn,0.11224489795918367,0.1
136,ss_link,1.3265306122448979,0.1
136,nn,1.5714285714285714,0.1
137,ssn,0.13043478260869565,0.1
137,ss_link,1.2282608695652173,0.1
137,nn,1.5434782608695652,0.1
138,ssn,0.03488372093023256,0.1
138,ss_link,1.1046511627906976,0.1
138,nn,1.430232558139535,0.1
139,ssn,0.07894736842105263,0.1
139,ss_link,1.1578947368421053,0.1
139,nn,1.4342105263157894,0.1
140,ssn,0.05405405405405406,0.1
140,ss_link,1.2432432432432432,0.1
140,nn,1.135135135135135,0.1
141,ssn,0.057971014492753624,0.1
141,ss_link,1.463768115942029,0.1
141,nn,1.0144927536231885,0.1
142,ssn,0.07692307692307693,0.1
